name,url
353,CLINDAMYCIN HCL,viewrating.asp?drug=63027&name=CLINDAMYCIN+HCL
354,CLINDAMYCIN HYDROCHLORIDE,viewrating.asp?drug=65442&name=CLINDAMYCIN+HYDROCHLORIDE
355,CLINDAMYCIN PHOSPHATE IN DEXTROSE 5%,viewrating.asp?drug=50635&name=CLINDAMYCIN+PHOSPHATE+IN+DEXTROSE+5%25
356,CLINORIL,viewrating.asp?drug=17911&name=CLINORIL
357,CLOBETASOL PROPIONATE,viewrating.asp?drug=74087&name=CLOBETASOL+PROPIONATE
358,CLOBETASOL PROPIONATE (EMOLLIENT),viewrating.asp?drug=75430&name=CLOBETASOL+PROPIONATE+%28EMOLLIENT%29
359,CLOBEX,viewrating.asp?drug=21535&name=CLOBEX
360,CLODERM,viewrating.asp?drug=17765&name=CLODERM
361,CLOMID,viewrating.asp?drug=16131&name=CLOMID
362,CLOMIPRAMINE HCL,viewrating.asp?drug=74364&name=CLOMIPRAMINE+HCL
363,CLOMIPRAMINE HYDROCHLORIDE,viewrating.asp?drug=74947&name=CLOMIPRAMINE+HYDROCHLORIDE
364,CLONAZEPAM,viewrating.asp?drug=74569&name=CLONAZEPAM
365,CLONIDINE,viewrating.asp?drug=76157&name=CLONIDINE
366,CLONIDINE HCL,viewrating.asp?drug=70315&name=CLONIDINE+HCL
367,CLONIDINE HCL AND CHLORTHALIDONE,viewrating.asp?drug=71142&name=CLONIDINE+HCL+AND+CHLORTHALIDONE
368,CLONIDINE HYDROCHLORIDE,viewrating.asp?drug=91104&name=CLONIDINE+HYDROCHLORIDE
369,CLORAZEPATE DIPOTASSIUM,viewrating.asp?drug=71509&name=CLORAZEPATE+DIPOTASSIUM
370,CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE,viewrating.asp?drug=76002&name=CLOTRIMAZOLE+AND+BETAMETHASONE+DIPROPIONATE
371,CLOXAPEN,viewrating.asp?drug=61806&name=CLOXAPEN
372,CLOZAPINE,viewrating.asp?drug=74949&name=CLOZAPINE
373,CLOZARIL,viewrating.asp?drug=19758&name=CLOZARIL
374,COGENTIN,viewrating.asp?drug=9193&name=COGENTIN
375,COLAZAL,viewrating.asp?drug=20610&name=COLAZAL
376,COLBENEMID,viewrating.asp?drug=12383&name=COLBENEMID
377,COLCRYS,viewrating.asp?drug=22352&name=COLCRYS
378,COLESTID,viewrating.asp?drug=20222&name=COLESTID
379,COL-PROBENECID,viewrating.asp?drug=84279&name=COL%2DPROBENECID
380,COLYTE,viewrating.asp?drug=18983&name=COLYTE
381,COMBIGAN,viewrating.asp?drug=21398&name=COMBIGAN
382,COMBIPATCH,viewrating.asp?drug=20870&name=COMBIPATCH
383,COMBIVENT,viewrating.asp?drug=20291&name=COMBIVENT
384,COMBIVIR,viewrating.asp?drug=20857&name=COMBIVIR
385,COMMIT,viewrating.asp?drug=21330&name=COMMIT
386,COMPAZINE,viewrating.asp?drug=10571&name=COMPAZINE
387,COMTAN,viewrating.asp?drug=20796&name=COMTAN
388,CONCERTA,viewrating.asp?drug=21121&name=CONCERTA
389,CONDYLOX,viewrating.asp?drug=19795&name=CONDYLOX
390,CONTAC,viewrating.asp?drug=18099&name=CONTAC
391,CONTRAVE,viewrating.asp?drug=200063&name=CONTRAVE
392,CONZIP,viewrating.asp?drug=22370&name=CONZIP
393,COPAXONE,viewrating.asp?drug=20622&name=COPAXONE
394,CORDARONE,viewrating.asp?drug=18972&name=CORDARONE
395,COREG,viewrating.asp?drug=20297&name=COREG
396,COREG CR,viewrating.asp?drug=22012&name=COREG+CR
397,CORGARD,viewrating.asp?drug=18063&name=CORGARD
398,CORMAX,viewrating.asp?drug=74220&name=CORMAX
399,CORTEF,viewrating.asp?drug=8697&name=CORTEF
400,CORTENEMA,viewrating.asp?drug=16199&name=CORTENEMA
401,CORTIFOAM,viewrating.asp?drug=17351&name=CORTIFOAM
402,CORZIDE,viewrating.asp?drug=18647&name=CORZIDE
403,COSENTYX,viewrating.asp?drug=125504&name=COSENTYX
404,COSOPT,viewrating.asp?drug=20869&name=COSOPT
405,COTRIM,viewrating.asp?drug=70034&name=COTRIM
406,COUMADIN,viewrating.asp?drug=9218&name=COUMADIN
407,COVERA-HS,viewrating.asp?drug=20552&name=COVERA%2DHS
408,COZAAR,viewrating.asp?drug=20386&name=COZAAR
409,CREON,viewrating.asp?drug=20725&name=CREON
410,CRESTOR,viewrating.asp?drug=21366&name=CRESTOR
411,CRINONE,viewrating.asp?drug=20701&name=CRINONE
412,CRIXIVAN,viewrating.asp?drug=20685&name=CRIXIVAN
413,CRYSELLE,viewrating.asp?drug=75840&name=CRYSELLE
414,CUTIVATE,viewrating.asp?drug=19957&name=CUTIVATE
415,CYCLAFEM 7/7/7,viewrating.asp?drug=76338&name=CYCLAFEM+7%2F7%2F7
416,CYCLESSA,viewrating.asp?drug=21090&name=CYCLESSA
417,CYCLOBENZAPRINE HCL,viewrating.asp?drug=71611&name=CYCLOBENZAPRINE+HCL
418,CYCLOBENZAPRINE HYDROCHLORIDE,viewrating.asp?drug=77209&name=CYCLOBENZAPRINE+HYDROCHLORIDE
419,CYCLOGYL,viewrating.asp?drug=84108&name=CYCLOGYL
420,CYKLOKAPRON,viewrating.asp?drug=19281&name=CYKLOKAPRON
421,CYLERT,viewrating.asp?drug=16832&name=CYLERT
422,CYMBALTA,viewrating.asp?drug=21427&name=CYMBALTA
423,CYPROHEPTADINE HCL,viewrating.asp?drug=86808&name=CYPROHEPTADINE+HCL
424,CYTOMEL,viewrating.asp?drug=10379&name=CYTOMEL
425,CYTOTEC,viewrating.asp?drug=19268&name=CYTOTEC
426,CYTOXAN,viewrating.asp?drug=12141&name=CYTOXAN
427,D.H.E. 45,viewrating.asp?drug=5929&name=D%2EH%2EE%2E+45
428,DALIRESP,viewrating.asp?drug=22522&name=DALIRESP
429,DALMANE,viewrating.asp?drug=16721&name=DALMANE
430,DANAZOL,viewrating.asp?drug=74582&name=DANAZOL
431,DANTRIUM,viewrating.asp?drug=17443&name=DANTRIUM
432,DAPSONE,viewrating.asp?drug=86841&name=DAPSONE
433,DARVOCET-N 50,viewrating.asp?drug=17122&name=DARVOCET%2DN+50
434,DARVON,viewrating.asp?drug=10997&name=DARVON
435,DARVON W/ ASA,viewrating.asp?drug=10996&name=DARVON+W%2F+ASA
436,DARVON-N,viewrating.asp?drug=16862&name=DARVON%2DN
437,DASETTA 1/35,viewrating.asp?drug=90948&name=DASETTA+1%2F35
438,DAYPRO,viewrating.asp?drug=18841&name=DAYPRO
439,DAYSEE,viewrating.asp?drug=91467&name=DAYSEE
440,DAYTRANA,viewrating.asp?drug=21514&name=DAYTRANA
441,DDAVP,viewrating.asp?drug=17922&name=DDAVP
442,DECADRON,viewrating.asp?drug=11664&name=DECADRON
443,DECADRON W/ XYLOCAINE,viewrating.asp?drug=13334&name=DECADRON+W%2F+XYLOCAINE
444,DECA-DURABOLIN,viewrating.asp?drug=13132&name=DECA%2DDURABOLIN
445,DELATESTRYL,viewrating.asp?drug=9165&name=DELATESTRYL
446,DELESTROGEN,viewrating.asp?drug=9402&name=DELESTROGEN
447,DELSYM,viewrating.asp?drug=18658&name=DELSYM
448,DELTASONE,viewrating.asp?drug=9986&name=DELTASONE
449,DELZICOL,viewrating.asp?drug=204412&name=DELZICOL
450,DEMADEX,viewrating.asp?drug=20137&name=DEMADEX
451,DEMEROL,viewrating.asp?drug=5010&name=DEMEROL
452,DEMULEN 1/35-28,viewrating.asp?drug=18160&name=DEMULEN+1%2F35%2D28
453,DENAVIR,viewrating.asp?drug=20629&name=DENAVIR
454,DEPACON,viewrating.asp?drug=20593&name=DEPACON
455,DEPAKENE,viewrating.asp?drug=18081&name=DEPAKENE
456,DEPAKOTE,viewrating.asp?drug=18723&name=DEPAKOTE
457,DEPAKOTE ER,viewrating.asp?drug=21168&name=DEPAKOTE+ER
458,DEPO-MEDROL,viewrating.asp?drug=11757&name=DEPO%2DMEDROL
459,DEPO-PROVERA,viewrating.asp?drug=12541&name=DEPO%2DPROVERA
460,DEPO-SUBQ PROVERA 104,viewrating.asp?drug=21583&name=DEPO%2DSUBQ+PROVERA+104
461,DEPO-TESTOSTERONE,viewrating.asp?drug=85635&name=DEPO%2DTESTOSTERONE
462,DERMA-SMOOTHE/FS,viewrating.asp?drug=19452&name=DERMA%2DSMOOTHE%2FFS
463,DERMATOP E EMOLLIENT,viewrating.asp?drug=20279&name=DERMATOP+E+EMOLLIENT
464,DESIPRAMINE HCL,viewrating.asp?drug=71588&name=DESIPRAMINE+HCL
465,DESLORATADINE,viewrating.asp?drug=78357&name=DESLORATADINE
466,DESOGEN,viewrating.asp?drug=20071&name=DESOGEN
467,DESOGESTREL AND ETHINYL ESTRADIOL,viewrating.asp?drug=75256&name=DESOGESTREL+AND+ETHINYL+ESTRADIOL
468,DESONIDE,viewrating.asp?drug=73548&name=DESONIDE
469,DESOWEN,viewrating.asp?drug=19048&name=DESOWEN
470,DESOXIMETASONE,viewrating.asp?drug=73193&name=DESOXIMETASONE
471,DESOXYN,viewrating.asp?drug=5378&name=DESOXYN
472,DESYREL,viewrating.asp?drug=18207&name=DESYREL
473,DETROL,viewrating.asp?drug=20771&name=DETROL
474,DETROL LA,viewrating.asp?drug=21228&name=DETROL+LA
475,DEXAMETHASONE,viewrating.asp?drug=80968&name=DEXAMETHASONE
476,DEXAMETHASONE SODIUM PHOSPHATE,viewrating.asp?drug=40069&name=DEXAMETHASONE+SODIUM+PHOSPHATE
477,DEXEDRINE,viewrating.asp?drug=17078&name=DEXEDRINE
478,DEXILANT,viewrating.asp?drug=22287&name=DEXILANT
479,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",viewrating.asp?drug=40422&name=DEXTROAMP+SACCHARATE%2C+AMP+ASPARTATE%2C+DEXTROAMP+SULFATE+AND+AMP+SULFATE
480,DEXTROAMPHETAMINE SULFATE,viewrating.asp?drug=40299&name=DEXTROAMPHETAMINE+SULFATE
481,DEXTROSTAT,viewrating.asp?drug=84051&name=DEXTROSTAT
482,DIABETA,viewrating.asp?drug=17532&name=DIABETA
483,DIAMOX,viewrating.asp?drug=8943&name=DIAMOX
484,DIASTAT,viewrating.asp?drug=20648&name=DIASTAT
485,DIAZEPAM,viewrating.asp?drug=70152&name=DIAZEPAM
486,DIBENZYLINE,viewrating.asp?drug=8708&name=DIBENZYLINE
487,DICLEGIS,viewrating.asp?drug=21876&name=DICLEGIS
488,DICLOFENAC POTASSIUM,viewrating.asp?drug=75152&name=DICLOFENAC+POTASSIUM
489,DICLOFENAC SODIUM,viewrating.asp?drug=74391&name=DICLOFENAC+SODIUM
490,DICLOXACILLIN SODIUM,viewrating.asp?drug=61454&name=DICLOXACILLIN+SODIUM
491,DICYCLOMINE HCL,viewrating.asp?drug=40161&name=DICYCLOMINE+HCL
492,DIDREX,viewrating.asp?drug=12427&name=DIDREX
493,DIDRONEL,viewrating.asp?drug=17831&name=DIDRONEL
494,DIFFERIN,viewrating.asp?drug=20338&name=DIFFERIN
495,DIFICID,viewrating.asp?drug=201699&name=DIFICID
496,DIFLUCAN,viewrating.asp?drug=19949&name=DIFLUCAN
497,DIFLUCAN IN SODIUM CHLORIDE 0.9%,viewrating.asp?drug=19950&name=DIFLUCAN+IN+SODIUM+CHLORIDE+0%2E9%25
498,DIGOXIN,viewrating.asp?drug=40093&name=DIGOXIN
499,DILACOR XR,viewrating.asp?drug=20092&name=DILACOR+XR
500,DILANTIN,viewrating.asp?drug=10151&name=DILANTIN
501,DILANTIN-125,viewrating.asp?drug=8762&name=DILANTIN%2D125
502,DILAUDID,viewrating.asp?drug=19891&name=DILAUDID
503,DILAUDID-HP,viewrating.asp?drug=19034&name=DILAUDID%2DHP
504,DILTIAZEM HCL,viewrating.asp?drug=20939&name=DILTIAZEM+HCL
505,DILTIAZEM XR,viewrating.asp?drug=74943&name=DILTIAZEM+XR
506,DIMENHYDRINATE,viewrating.asp?drug=80615&name=DIMENHYDRINATE
507,DIMETAPP,viewrating.asp?drug=12436&name=DIMETAPP
508,DIOVAN,viewrating.asp?drug=20665&name=DIOVAN
509,DIOVAN HCT,viewrating.asp?drug=20818&name=DIOVAN+HCT
510,DIPENTUM,viewrating.asp?drug=19715&name=DIPENTUM
511,DIPHENHYDRAMINE HCL,viewrating.asp?drug=40140&name=DIPHENHYDRAMINE+HCL
512,DIPRIVAN,viewrating.asp?drug=19627&name=DIPRIVAN
513,DIPROLENE AF,viewrating.asp?drug=19555&name=DIPROLENE+AF
514,DIPROSONE,viewrating.asp?drug=17536&name=DIPROSONE
515,DIPYRIDAMOLE,viewrating.asp?drug=74521&name=DIPYRIDAMOLE
516,DISULFIRAM,viewrating.asp?drug=86889&name=DISULFIRAM
517,DITROPAN,viewrating.asp?drug=17577&name=DITROPAN
518,DITROPAN XL,viewrating.asp?drug=20897&name=DITROPAN+XL
519,DIURIL,viewrating.asp?drug=11145&name=DIURIL
520,DIVIGEL,viewrating.asp?drug=22038&name=DIVIGEL
521,DOBUTAMINE HCL IN DEXTROSE 5% IN PLASTIC CONTAINER,viewrating.asp?drug=20201&name=DOBUTAMINE+HCL+IN+DEXTROSE+5%25+IN+PLASTIC+CONTAINER
522,DOLOBID,viewrating.asp?drug=18445&name=DOLOBID
523,DOLOPHINE HYDROCHLORIDE,viewrating.asp?drug=6134&name=DOLOPHINE+HYDROCHLORIDE
524,DORAL,viewrating.asp?drug=18708&name=DORAL
525,DORYX,viewrating.asp?drug=50582&name=DORYX
526,DOSTINEX,viewrating.asp?drug=20664&name=DOSTINEX
527,DOVONEX,viewrating.asp?drug=20273&name=DOVONEX
528,DOXAZOSIN MESYLATE,viewrating.asp?drug=75426&name=DOXAZOSIN+MESYLATE
529,DOXEPIN HYDROCHLORIDE,viewrating.asp?drug=70789&name=DOXEPIN+HYDROCHLORIDE
530,DOXY 100,viewrating.asp?drug=62475&name=DOXY+100
531,DOXYCYCLINE,viewrating.asp?drug=62450&name=DOXYCYCLINE
532,DOXYCYCLINE HYCLATE,viewrating.asp?drug=61717&name=DOXYCYCLINE+HYCLATE
533,DRISDOL,viewrating.asp?drug=3444&name=DRISDOL
534,DRIXORAL,viewrating.asp?drug=13483&name=DRIXORAL
535,DUAC,viewrating.asp?drug=50741&name=DUAC
536,DUAVEE,viewrating.asp?drug=22247&name=DUAVEE
537,DUEXIS,viewrating.asp?drug=22519&name=DUEXIS
538,DULERA,viewrating.asp?drug=22518&name=DULERA
539,DUONEB,viewrating.asp?drug=20950&name=DUONEB
540,DURAGESIC-100,viewrating.asp?drug=19813&name=DURAGESIC%2D100
541,DURAMORPH PF,viewrating.asp?drug=18565&name=DURAMORPH+PF
542,DUREZOL,viewrating.asp?drug=22212&name=DUREZOL
543,DURICEF,viewrating.asp?drug=50528&name=DURICEF
544,DYAZIDE,viewrating.asp?drug=16042&name=DYAZIDE
545,DYMISTA,viewrating.asp?drug=202236&name=DYMISTA
546,DYNACIN,viewrating.asp?drug=63067&name=DYNACIN
547,DYNACIRC,viewrating.asp?drug=19546&name=DYNACIRC
548,DYNACIRC CR,viewrating.asp?drug=20336&name=DYNACIRC+CR
549,DYRENIUM,viewrating.asp?drug=13174&name=DYRENIUM
550,E.E.S.,viewrating.asp?drug=50207&name=E%2EE%2ES%2E
551,E.E.S. 400,viewrating.asp?drug=61905&name=E%2EE%2ES%2E+400
552,E-BASE,viewrating.asp?drug=62999&name=E%2DBASE
553,EC-NAPROSYN,viewrating.asp?drug=20067&name=EC%2DNAPROSYN
554,ECONOPRED,viewrating.asp?drug=17468&name=ECONOPRED
555,EDARBI,viewrating.asp?drug=200796&name=EDARBI
556,EDARBYCLOR,viewrating.asp?drug=202331&name=EDARBYCLOR
557,EDEX,viewrating.asp?drug=20649&name=EDEX
558,EDLUAR,viewrating.asp?drug=21997&name=EDLUAR
559,EFFEXOR,viewrating.asp?drug=20151&name=EFFEXOR
560,EFFEXOR XR,viewrating.asp?drug=20699&name=EFFEXOR+XR
561,EFFIENT,viewrating.asp?drug=22307&name=EFFIENT
562,EFUDEX,viewrating.asp?drug=16831&name=EFUDEX
563,ELAVIL,viewrating.asp?drug=12703&name=ELAVIL
564,ELDEPRYL,viewrating.asp?drug=20647&name=ELDEPRYL
565,ELESTAT,viewrating.asp?drug=21565&name=ELESTAT
566,ELESTRIN,viewrating.asp?drug=21813&name=ELESTRIN
567,ELIDEL,viewrating.asp?drug=21302&name=ELIDEL
568,ELIMITE,viewrating.asp?drug=19855&name=ELIMITE
569,ELIQUIS,viewrating.asp?drug=202155&name=ELIQUIS
570,ELLA,viewrating.asp?drug=22474&name=ELLA
571,ELMIRON,viewrating.asp?drug=20193&name=ELMIRON
572,ELOCON,viewrating.asp?drug=19543&name=ELOCON
573,EMBEDA,viewrating.asp?drug=22321&name=EMBEDA
574,EMEND,viewrating.asp?drug=21549&name=EMEND
575,EMOQUETTE,viewrating.asp?drug=76675&name=EMOQUETTE
576,EMSAM,viewrating.asp?drug=21336&name=EMSAM
577,E-MYCIN,viewrating.asp?drug=60272&name=E%2DMYCIN
578,ENABLEX,viewrating.asp?drug=21513&name=ENABLEX
579,ENALAPRIL MALEATE,viewrating.asp?drug=75048&name=ENALAPRIL+MALEATE
580,ENBREL,viewrating.asp?drug=103795&name=ENBREL
581,ENDEP,viewrating.asp?drug=85749&name=ENDEP
582,ENDOMETRIN,viewrating.asp?drug=22057&name=ENDOMETRIN
583,ENJUVIA,viewrating.asp?drug=21443&name=ENJUVIA
584,ENOXAPARIN SODIUM,viewrating.asp?drug=78660&name=ENOXAPARIN+SODIUM
585,ENPRESSE-28,viewrating.asp?drug=75809&name=ENPRESSE%2D28
586,ENSKYCE,viewrating.asp?drug=201887&name=ENSKYCE
587,ENTOCORT EC,viewrating.asp?drug=21324&name=ENTOCORT+EC
588,ENULOSE,viewrating.asp?drug=71548&name=ENULOSE
589,EPIDUO,viewrating.asp?drug=22320&name=EPIDUO
590,EPIPEN,viewrating.asp?drug=19430&name=EPIPEN
591,EPITOL,viewrating.asp?drug=70541&name=EPITOL
592,EPIVIR,viewrating.asp?drug=20564&name=EPIVIR
593,EPIVIR-HBV,viewrating.asp?drug=21003&name=EPIVIR%2DHBV
594,EPLERENONE,viewrating.asp?drug=78482&name=EPLERENONE
595,EQUANIL,viewrating.asp?drug=10028&name=EQUANIL
596,ERGOMAR,viewrating.asp?drug=87693&name=ERGOMAR
597,ERGOTAMINE TARTRATE AND CAFFEINE,viewrating.asp?drug=40590&name=ERGOTAMINE+TARTRATE+AND+CAFFEINE
598,ERYC,viewrating.asp?drug=50536&name=ERYC
599,ERYGEL,viewrating.asp?drug=50617&name=ERYGEL
600,ERYMAX,viewrating.asp?drug=62508&name=ERYMAX
601,ERY-TAB,viewrating.asp?drug=62298&name=ERY%2DTAB
602,ERYTHROCIN,viewrating.asp?drug=50182&name=ERYTHROCIN
603,ERYTHROCIN STEARATE,viewrating.asp?drug=60359&name=ERYTHROCIN+STEARATE
604,ERYTHROMYCIN,viewrating.asp?drug=61621&name=ERYTHROMYCIN
605,ERYTHROMYCIN ETHYLSUCCINATE,viewrating.asp?drug=62055&name=ERYTHROMYCIN+ETHYLSUCCINATE
606,ERYTHROMYCIN ETHYLSUCCINATE AND SULFISOXAZOLE ACETYL,viewrating.asp?drug=62759&name=ERYTHROMYCIN+ETHYLSUCCINATE+AND+SULFISOXAZOLE+ACETYL
607,ERYTHROMYCIN STEARATE,viewrating.asp?drug=61505&name=ERYTHROMYCIN+STEARATE
608,ESCITALOPRAM OXALATE,viewrating.asp?drug=77660&name=ESCITALOPRAM+OXALATE
609,ESGIC-PLUS,viewrating.asp?drug=40085&name=ESGIC%2DPLUS
610,ESIDRIX,viewrating.asp?drug=11793&name=ESIDRIX
611,ESKALITH,viewrating.asp?drug=16860&name=ESKALITH
612,ESKALITH CR,viewrating.asp?drug=18152&name=ESKALITH+CR
613,ESTRACE,viewrating.asp?drug=81295&name=ESTRACE
614,ESTRADERM,viewrating.asp?drug=19081&name=ESTRADERM
615,ESTRADIOL,viewrating.asp?drug=40114&name=ESTRADIOL
616,ESTRATAB,viewrating.asp?drug=83209&name=ESTRATAB
617,ESTRING,viewrating.asp?drug=20472&name=ESTRING
618,ESTROGEL,viewrating.asp?drug=21166&name=ESTROGEL
619,ESTROSTEP 21,viewrating.asp?drug=20130&name=ESTROSTEP+21
620,ESZOPICLONE,viewrating.asp?drug=91024&name=ESZOPICLONE
621,ETHMOZINE,viewrating.asp?drug=19753&name=ETHMOZINE
622,ETODOLAC,viewrating.asp?drug=74847&name=ETODOLAC
623,ETRAFON 2-25,viewrating.asp?drug=14713&name=ETRAFON+2%2D25
624,EULEXIN,viewrating.asp?drug=18554&name=EULEXIN
625,EURAX,viewrating.asp?drug=6927&name=EURAX
626,EVAMIST,viewrating.asp?drug=22014&name=EVAMIST
627,EVISTA,viewrating.asp?drug=20815&name=EVISTA
628,EVOXAC,viewrating.asp?drug=20989&name=EVOXAC
629,EXALGO,viewrating.asp?drug=21217&name=EXALGO
630,EXCEDRIN (MIGRAINE),viewrating.asp?drug=20802&name=EXCEDRIN+%28MIGRAINE%29
631,EXELON,viewrating.asp?drug=20823&name=EXELON
632,EXEMESTANE,viewrating.asp?drug=77431&name=EXEMESTANE
633,EXFORGE,viewrating.asp?drug=21990&name=EXFORGE
634,EXFORGE HCT,viewrating.asp?drug=22314&name=EXFORGE+HCT
635,EXJADE,viewrating.asp?drug=21882&name=EXJADE
636,EXTENDED PHENYTOIN SODIUM,viewrating.asp?drug=40298&name=EXTENDED+PHENYTOIN+SODIUM
637,EXTRA-STRENGTH AIM,viewrating.asp?drug=19518&name=EXTRA%2DSTRENGTH+AIM
638,FACTIVE,viewrating.asp?drug=21158&name=FACTIVE
639,FALMINA,viewrating.asp?drug=90721&name=FALMINA
640,FAMOTIDINE,viewrating.asp?drug=78641&name=FAMOTIDINE
641,FAMVIR,viewrating.asp?drug=20363&name=FAMVIR
642,FANAPT,viewrating.asp?drug=22192&name=FANAPT
643,FARXIGA,viewrating.asp?drug=202293&name=FARXIGA
644,FASLODEX,viewrating.asp?drug=21344&name=FASLODEX
645,FELBATOL,viewrating.asp?drug=20189&name=FELBATOL
646,FELDENE,viewrating.asp?drug=18147&name=FELDENE
647,FELODIPINE,viewrating.asp?drug=75896&name=FELODIPINE
648,FEMARA,viewrating.asp?drug=20726&name=FEMARA
649,FEMCON FE,viewrating.asp?drug=21490&name=FEMCON+FE
650,FEMHRT,viewrating.asp?drug=21065&name=FEMHRT
651,FEMRING,viewrating.asp?drug=21367&name=FEMRING
652,FENOFIBRATE,viewrating.asp?drug=76509&name=FENOFIBRATE
653,FENTANYL,viewrating.asp?drug=20195&name=FENTANYL
654,FENTANYL CITRATE,viewrating.asp?drug=19115&name=FENTANYL+CITRATE
655,FENTANYL CITRATE AND DROPERIDOL,viewrating.asp?drug=71982&name=FENTANYL+CITRATE+AND+DROPERIDOL
656,FENTANYL-100,viewrating.asp?drug=76258&name=FENTANYL%2D100
657,FENTANYL-25,viewrating.asp?drug=77154&name=FENTANYL%2D25
658,FENTORA,viewrating.asp?drug=21947&name=FENTORA
659,FERAHEME,viewrating.asp?drug=22180&name=FERAHEME
660,FERRLECIT,viewrating.asp?drug=20955&name=FERRLECIT
661,FETZIMA,viewrating.asp?drug=204168&name=FETZIMA
662,FINACEA,viewrating.asp?drug=21470&name=FINACEA
663,FINASTERIDE,viewrating.asp?drug=77914&name=FINASTERIDE
664,FIORICET,viewrating.asp?drug=88616&name=FIORICET
665,FIORICET W/ CODEINE,viewrating.asp?drug=20232&name=FIORICET+W%2F+CODEINE
666,FIORINAL,viewrating.asp?drug=17534&name=FIORINAL
667,FIORINAL W/CODEINE NO 3,viewrating.asp?drug=19429&name=FIORINAL+W%2FCODEINE+NO+3
668,FLAGYL,viewrating.asp?drug=12623&name=FLAGYL
669,FLAGYL ER,viewrating.asp?drug=20868&name=FLAGYL+ER
670,FLAGYL I.V.,viewrating.asp?drug=18353&name=FLAGYL+I%2EV%2E
671,FLAGYL I.V. RTU IN PLASTIC CONTAINER,viewrating.asp?drug=18657&name=FLAGYL+I%2EV%2E+RTU+IN+PLASTIC+CONTAINER
672,FLAREX,viewrating.asp?drug=19079&name=FLAREX
673,FLECAINIDE ACETATE,viewrating.asp?drug=75442&name=FLECAINIDE+ACETATE
674,FLECTOR,viewrating.asp?drug=21234&name=FLECTOR
675,FLEXERIL,viewrating.asp?drug=17821&name=FLEXERIL
676,FLOMAX,viewrating.asp?drug=20579&name=FLOMAX
677,FLONASE,viewrating.asp?drug=20121&name=FLONASE
678,FLORINEF,viewrating.asp?drug=10060&name=FLORINEF
679,FLORONE,viewrating.asp?drug=17741&name=FLORONE
680,FLOVENT,viewrating.asp?drug=20548&name=FLOVENT
681,FLOVENT DISKUS 50,viewrating.asp?drug=20833&name=FLOVENT+DISKUS+50
682,FLOVENT HFA,viewrating.asp?drug=21433&name=FLOVENT+HFA
683,FLOXIN,viewrating.asp?drug=19735&name=FLOXIN
684,FLUCONAZOLE,viewrating.asp?drug=79150&name=FLUCONAZOLE
685,FLUNISOLIDE,viewrating.asp?drug=77436&name=FLUNISOLIDE
686,FLUOROURACIL,viewrating.asp?drug=12209&name=FLUOROURACIL
687,FLUOXETINE HYDROCHLORIDE,viewrating.asp?drug=90223&name=FLUOXETINE+HYDROCHLORIDE
688,FLURAZEPAM HCL,viewrating.asp?drug=70344&name=FLURAZEPAM+HCL
689,FLUTICASONE PROPIONATE,viewrating.asp?drug=76451&name=FLUTICASONE+PROPIONATE
690,FLUVOXAMINE MALEATE,viewrating.asp?drug=75888&name=FLUVOXAMINE+MALEATE
691,FML,viewrating.asp?drug=16851&name=FML
692,FOCALIN,viewrating.asp?drug=21278&name=FOCALIN
693,FOCALIN XR,viewrating.asp?drug=21802&name=FOCALIN+XR
694,FOLIC ACID,viewrating.asp?drug=80600&name=FOLIC+ACID
695,FOLLISTIM,viewrating.asp?drug=20582&name=FOLLISTIM
696,FORADIL,viewrating.asp?drug=20831&name=FORADIL
697,FORTAMET,viewrating.asp?drug=21574&name=FORTAMET
698,FORTEO,viewrating.asp?drug=21318&name=FORTEO
699,FORTESTA,viewrating.asp?drug=21463&name=FORTESTA
700,FORTICAL,viewrating.asp?drug=21406&name=FORTICAL
701,FOSAMAX,viewrating.asp?drug=20560&name=FOSAMAX
702,FOSAMAX PLUS D,viewrating.asp?drug=21762&name=FOSAMAX+PLUS+D
703,FRAGMIN,viewrating.asp?drug=20287&name=FRAGMIN
704,FREAMINE III 3% W/ ELECTROLYTES,viewrating.asp?drug=16822&name=FREAMINE+III+3%25+W%2F+ELECTROLYTES
705,FROVA,viewrating.asp?drug=21006&name=FROVA
706,FUNDUSCEIN-25,viewrating.asp?drug=17869&name=FUNDUSCEIN%2D25
707,FURADANTIN,viewrating.asp?drug=8693&name=FURADANTIN
708,FUROSEMIDE,viewrating.asp?drug=18025&name=FUROSEMIDE
709,GABAPENTIN,viewrating.asp?drug=75350&name=GABAPENTIN
710,GABITRIL,viewrating.asp?drug=20646&name=GABITRIL
711,GANIRELIX ACETATE,viewrating.asp?drug=21057&name=GANIRELIX+ACETATE
712,GANTRISIN,viewrating.asp?drug=9182&name=GANTRISIN
713,GASTROGRAFIN,viewrating.asp?drug=11245&name=GASTROGRAFIN
714,GAVISCON,viewrating.asp?drug=18685&name=GAVISCON
715,GELNIQUE 3%,viewrating.asp?drug=202513&name=GELNIQUE+3%25
716,GEMFIBROZIL,viewrating.asp?drug=74256&name=GEMFIBROZIL
717,GEMZAR,viewrating.asp?drug=20509&name=GEMZAR
718,GENERLAC,viewrating.asp?drug=74603&name=GENERLAC
719,GENGRAF,viewrating.asp?drug=65003&name=GENGRAF
